#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM060229.1_1_IGH	+	3198	36735	33538	NW_025814831.1_1_IGH	+	3199	37444	34246	98.3%
CM060229.1_1_IGH	+	3260	7009	3750	NW_025814831.1_1_IGH	+	277640	281373	3734	93.1%
CM060229.1_1_IGH	+	8839	11175	2337	NW_025814831.1_1_IGH	+	833676	835645	1970	91.4%
CM060229.1_1_IGH	+	8839	11175	2337	NW_025814831.1_1_IGH	+	180163	182502	2340	94.0%
CM060229.1_1_IGH	+	8839	11175	2337	NW_025814831.1_1_IGH	+	639294	641631	2338	94.9%
CM060229.1_1_IGH	+	8839	11175	2337	NW_025814831.1_1_IGH	+	1043176	1045514	2339	94.7%
CM060229.1_1_IGH	+	8839	11175	2337	NW_025814831.1_1_IGH	+	935945	938282	2338	94.9%
CM060229.1_1_IGH	+	8839	11175	2337	NW_025814831.1_1_IGH	+	728981	731318	2338	95.2%
CM060229.1_1_IGH	+	9973	11305	1333	NW_025814831.1_1_IGH	+	486196	487530	1335	74.3%
CM060229.1_1_IGH	+	9973	11305	1333	NW_025814831.1_1_IGH	+	1088078	1089410	1333	74.1%
CM060229.1_1_IGH	+	9973	11305	1333	NW_025814831.1_1_IGH	+	682439	683768	1330	74.1%
CM060229.1_1_IGH	+	9973	11305	1333	NW_025814831.1_1_IGH	+	517726	519035	1310	73.1%
CM060229.1_1_IGH	+	9973	11305	1333	NW_025814831.1_1_IGH	+	207264	208597	1334	73.5%
CM060229.1_1_IGH	+	9973	11305	1333	NW_025814831.1_1_IGH	+	778381	779715	1335	73.7%
CM060229.1_1_IGH	+	9973	11298	1326	NW_025814831.1_1_IGH	+	973166	974488	1323	73.6%
CM060229.1_1_IGH	+	9973	11298	1326	NW_025814831.1_1_IGH	+	1076426	1077748	1323	73.2%
CM060229.1_1_IGH	+	9973	11299	1327	NW_025814831.1_1_IGH	+	846668	848209	1542	72.7%
