#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM060229.1_1_IGH	+	8839	11175	2337	AP023157.1_1_IGH	+	1214530	1216867	2338	95.0%
CM060229.1_1_IGH	+	8839	11175	2337	AP023157.1_1_IGH	+	1855430	1857770	2341	94.8%
CM060229.1_1_IGH	+	8839	11175	2337	AP023157.1_1_IGH	+	1654858	1657243	2386	94.6%
CM060229.1_1_IGH	+	8843	11175	2333	AP023157.1_1_IGH	+	1315271	1317600	2330	94.7%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1293302	1294627	1326	74.0%
CM060229.1_1_IGH	+	9973	11294	1322	AP023157.1_1_IGH	+	1704019	1705342	1324	73.6%
CM060229.1_1_IGH	+	9973	11298	1326	AP023157.1_1_IGH	+	1590231	1591556	1326	73.3%
CM060229.1_1_IGH	+	9973	11298	1326	AP023157.1_1_IGH	+	1503478	1504801	1324	72.9%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1453123	1454450	1328	73.5%
CM060229.1_1_IGH	+	9973	11298	1326	AP023157.1_1_IGH	+	1355986	1357292	1307	73.7%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1833453	1834786	1334	73.1%
CM060229.1_1_IGH	+	9973	11068	1096	AP023157.1_1_IGH	+	2023199	2024284	1086	73.7%
CM060229.1_1_IGH	+	9973	11299	1327	AP023157.1_1_IGH	+	1228066	1229604	1539	72.7%
CM060229.1_1_IGH	+	9973	11299	1327	AP023157.1_1_IGH	+	1482513	1484060	1548	73.9%
CM060229.1_1_IGH	+	9973	11298	1326	AP023157.1_1_IGH	+	2037844	2039157	1314	73.6%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1192387	1193708	1322	74.7%
CM060229.1_1_IGH	+	9973	11299	1327	AP023157.1_1_IGH	+	1561612	1562939	1328	73.1%
CM060229.1_1_IGH	+	9973	11299	1327	AP023157.1_1_IGH	+	1424073	1425400	1328	72.7%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1972022	1973353	1332	72.6%
CM060229.1_1_IGH	+	9973	10810	838	AP023157.1_1_IGH	+	1155247	1156087	841	71.0%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1674281	1675610	1330	72.3%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1543571	1544903	1333	73.1%
CM060229.1_1_IGH	+	9973	11299	1327	AP023157.1_1_IGH	+	1868910	1870233	1324	72.6%
CM060229.1_1_IGH	+	9973	11305	1333	AP023157.1_1_IGH	+	1768163	1769490	1328	71.8%
CM060229.1_1_IGH	+	9973	11299	1327	AP023157.1_1_IGH	+	2061431	2062749	1319	72.7%
CM060229.1_1_IGH	+	9973	11308	1336	AP023157.1_1_IGH	+	1117283	1118616	1334	73.2%
CM060229.1_1_IGH	+	10013	11305	1293	AP023157.1_1_IGH	+	1986768	1988050	1283	74.1%
CM060229.1_1_IGH	+	15947	16282	336	AP023157.1_1_IGH	+	2039093	2039411	319	78.9%
CM060229.1_1_IGH	+	16260	18179	1920	AP023157.1_1_IGH	+	1956071	1958459	2389	69.7%
CM060229.1_1_IGH	+	16288	18179	1892	AP023157.1_1_IGH	+	1533472	1535624	2153	72.8%
CM060229.1_1_IGH	+	16288	18179	1892	AP023157.1_1_IGH	+	1146737	1148882	2146	73.0%
CM060229.1_1_IGH	+	16288	18179	1892	AP023157.1_1_IGH	+	1977474	1979609	2136	74.2%
CM060229.1_1_IGH	+	16288	18179	1892	AP023157.1_1_IGH	+	1429525	1431671	2147	71.7%
CM060229.1_1_IGH	+	16288	19491	3204	AP023157.1_1_IGH	+	1660084	1663302	3219	94.0%
CM060229.1_1_IGH	+	16288	24973	8686	AP023157.1_1_IGH	+	1319990	1328697	8708	93.8%
CM060229.1_1_IGH	+	16288	27214	10927	AP023157.1_1_IGH	+	1219600	1231017	11418	92.3%
CM060229.1_1_IGH	+	16288	27232	10945	AP023157.1_1_IGH	+	1474332	1485493	11162	92.2%
CM060229.1_1_IGH	+	16288	29125	12838	AP023157.1_1_IGH	+	1860611	1873595	12985	91.4%
CM060229.1_1_IGH	+	17781	18179	399	AP023157.1_1_IGH	+	1167656	1168036	381	77.4%
CM060229.1_1_IGH	+	18369	27237	8869	AP023157.1_1_IGH	+	1762027	1770921	8895	91.8%
CM060229.1_1_IGH	+	19412	29125	9714	AP023157.1_1_IGH	+	1669193	1678808	9616	90.5%
CM060229.1_1_IGH	+	20580	21768	1189	AP023157.1_1_IGH	+	1227202	1228218	1017	74.3%
CM060229.1_1_IGH	+	21302	21768	467	AP023157.1_1_IGH	+	1543238	1543724	487	81.0%
CM060229.1_1_IGH	+	21306	21768	463	AP023157.1_1_IGH	+	1192048	1192538	491	79.6%
CM060229.1_1_IGH	+	21323	21778	456	AP023157.1_1_IGH	+	1368812	1369289	478	79.3%
CM060229.1_1_IGH	+	21323	21768	446	AP023157.1_1_IGH	+	1715160	1715629	470	79.9%
CM060229.1_1_IGH	+	21323	21767	445	AP023157.1_1_IGH	+	1950252	1950723	472	80.0%
CM060229.1_1_IGH	+	21323	21768	446	AP023157.1_1_IGH	+	1409166	1409639	474	80.3%
CM060229.1_1_IGH	+	21353	21768	416	AP023157.1_1_IGH	+	1868625	1869062	438	79.8%
CM060229.1_1_IGH	+	21353	21768	416	AP023157.1_1_IGH	+	1514436	1514872	437	81.9%
CM060229.1_1_IGH	+	21353	21772	420	AP023157.1_1_IGH	+	2037559	2038000	442	79.5%
CM060229.1_1_IGH	+	21353	21768	416	AP023157.1_1_IGH	+	1673996	1674433	438	80.8%
CM060229.1_1_IGH	+	21353	21768	416	AP023157.1_1_IGH	+	1261112	1261548	437	82.3%
CM060229.1_1_IGH	+	21353	21768	416	AP023157.1_1_IGH	+	1767878	1768315	438	80.5%
CM060229.1_1_IGH	+	21353	21768	416	AP023157.1_1_IGH	+	1909783	1910218	436	82.6%
CM060229.1_1_IGH	+	21360	21803	444	AP023157.1_1_IGH	+	1482235	1482706	472	78.3%
CM060229.1_1_IGH	+	21361	21768	408	AP023157.1_1_IGH	+	1327939	1328367	429	80.6%
CM060229.1_1_IGH	+	21370	21767	398	AP023157.1_1_IGH	+	1636035	1636436	402	79.8%
CM060229.1_1_IGH	+	21370	21768	399	AP023157.1_1_IGH	+	1452871	1453275	405	80.4%
CM060229.1_1_IGH	+	21370	21777	408	AP023157.1_1_IGH	+	1293049	1293460	412	81.9%
CM060229.1_1_IGH	+	21371	21768	398	AP023157.1_1_IGH	+	1423822	1424225	404	82.1%
CM060229.1_1_IGH	+	21372	21768	397	AP023157.1_1_IGH	+	1154995	1155399	405	82.2%
CM060229.1_1_IGH	+	21524	21767	244	AP023157.1_1_IGH	+	1898745	1898986	242	84.1%
CM060229.1_1_IGH	+	21838	27758	5921	AP023157.1_1_IGH	+	1787633	1793461	5829	81.8%
CM060229.1_1_IGH	+	21838	25840	4003	AP023157.1_1_IGH	+	1189785	1193726	3942	80.8%
CM060229.1_1_IGH	+	21838	27758	5921	AP023157.1_1_IGH	+	1500932	1506770	5839	82.1%
CM060229.1_1_IGH	+	21838	26717	4880	AP023157.1_1_IGH	+	1353435	1358201	4767	81.0%
CM060229.1_1_IGH	+	21838	24774	2937	AP023157.1_1_IGH	+	1633690	1636569	2880	77.9%
CM060229.1_1_IGH	+	21838	25443	3606	AP023157.1_1_IGH	+	2080967	2084459	3493	79.7%
CM060229.1_1_IGH	+	21838	27758	5921	AP023157.1_1_IGH	+	1896039	1902130	6092	82.3%
CM060229.1_1_IGH	+	21838	27758	5921	AP023157.1_1_IGH	+	1247212	1253038	5827	82.4%
CM060229.1_1_IGH	+	21838	25840	4003	AP023157.1_1_IGH	+	1830851	1834804	3954	81.6%
CM060229.1_1_IGH	+	21838	27758	5921	AP023157.1_1_IGH	+	1701517	1707322	5806	81.6%
