#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM060229.1_1_IGH	+	1	1196430	1196430	CM060229.1_1_IGH	+	1	1196430	1196430	100.0%
CM060229.1_1_IGH	+	3260	7971	4712	CM060229.1_1_IGH	+	204312	209051	4740	95.0%
CM060229.1_1_IGH	+	8839	11175	2337	CM060229.1_1_IGH	+	768382	770720	2339	94.7%
CM060229.1_1_IGH	+	8839	11175	2337	CM060229.1_1_IGH	+	950669	953015	2347	94.5%
CM060229.1_1_IGH	+	8839	11175	2337	CM060229.1_1_IGH	+	655164	657491	2328	95.0%
CM060229.1_1_IGH	+	8839	11175	2337	CM060229.1_1_IGH	+	869829	872170	2342	94.8%
CM060229.1_1_IGH	+	8839	11175	2337	CM060229.1_1_IGH	+	117209	119549	2341	94.0%
CM060229.1_1_IGH	+	9973	11294	1322	CM060229.1_1_IGH	+	904455	905779	1325	73.3%
CM060229.1_1_IGH	+	9973	11294	1322	CM060229.1_1_IGH	+	721702	723026	1325	73.2%
CM060229.1_1_IGH	+	9973	11294	1322	CM060229.1_1_IGH	+	588064	589387	1324	73.1%
CM060229.1_1_IGH	+	9973	11310	1338	CM060229.1_1_IGH	+	391783	393125	1343	73.3%
CM060229.1_1_IGH	+	9973	11294	1322	CM060229.1_1_IGH	+	803284	804606	1323	73.0%
CM060229.1_1_IGH	+	9973	11294	1322	CM060229.1_1_IGH	+	152850	154168	1319	72.7%
CM060229.1_1_IGH	+	9973	11298	1326	CM060229.1_1_IGH	+	981494	982813	1320	74.8%
CM060229.1_1_IGH	+	9973	11298	1326	CM060229.1_1_IGH	+	469740	471070	1331	72.9%
CM060229.1_1_IGH	+	9973	11305	1333	CM060229.1_1_IGH	+	1024945	1026271	1327	73.4%
CM060229.1_1_IGH	+	9973	11305	1333	CM060229.1_1_IGH	+	847702	849028	1327	73.3%
CM060229.1_1_IGH	+	9973	11305	1333	CM060229.1_1_IGH	+	512070	513396	1327	73.6%
